iter,Prob,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,Fobj
61,Q01A,0.003329691497340692,0.015118003380042695,0.9930095462228786,0.05740833053035703,0.5054466071936807,0.00018441474629198165,0.01550937644538442,0.9306746508932224,0.04853240749883808,0.02577129670551592,0.035387555744615024,0.9525706793855824,0.5223438067397268,0.1326563221400959,0.9571388310056899,0.48247167589076945,0.4482976097075403,0.9698252037735705,0.5238937524633691,0.001182099548959462
62,Q01B,0.01791377963495587,0.0033105323043209796,0.9955210761206814,0.14797552722880836,0.2074443579610246,0.0354659126124789,0.12229526446030012,0.07608026083571179,0.2020646143321882,0.022131495075613197,0.42963268718550846,0.4366412212279456,0.25278500034122386,0.9256210165962557,0.7800299169183467,0.8184793007496465,0.528575816098989,0.9223711608642047,0.43376212238977296,6.181874276701301
63,Q01CA,0.14733702271058027,0.08134385053212609,0.0902488844207553,0.013647779167422991,0.042008695138125426,3.845480714351153e-06,0.03591166399974544,0.25159982906069334,0.7817126086208797,6.948137011008866e-05,0.011598624532414533,0.9544844272008264,0.9609884219416986,0.060490923417333184,0.9500783193470675,0.017906267065044397,0.8768912241947758,0.9968271485215637,0.9754492319538539,0.042648449773687466
64,Q01CB,0.14405018277892798,0.0035064925778361773,0.98944538360032,0.42543977623002094,0.6747910770424927,0.033028210487926805,0.3340279586253533,0.2314348231319111,0.4132823475884536,0.16779141829667718,0.07533095597293477,0.6208540061169995,0.5797272891612659,0.7710897921750137,0.7933920340082424,0.9780781278790023,0.5371511143794624,0.6215671693096015,0.4161962254578707,6.9652080404253915
65,Q01D,0.005054873786746827,0.2441064031207265,0.999481951415183,0.6809948147868796,0.7444487068786085,3.794383753583745e-05,0.00117519892255139,0.03963927460630118,0.648757310185412,0.9728151863050265,0.9534195173708652,0.046016926465538614,0.32816975064559145,0.5937748816012617,0.6832625163724451,0.9090539329760511,0.9977466752258624,0.22376020172484434,0.5775858056268821,0.016998558722761476
66,Q01E,0.06552829229084114,0.12309853512118975,0.5039542122448925,0.1437954387544426,0.6001234995923683,3.94437129216077e-06,0.6067302196646089,0.013384965287012107,0.7250254102300299,0.006960236765972947,0.9916075357827975,0.9159365265463417,0.3200098131235627,0.006773634384628163,0.5802491828531393,0.07650149190729606,0.009843967621563744,0.006405647273499293,0.37035056839505054,0.05245531498138327
67,Q01A,0.0034699056578517662,0.012174120718853224,0.9921492769429373,0.2172545032446541,0.45428087823332075,0.0001774892189249659,0.013515835945206346,0.9958086155180403,0.28326704244809775,0.005715716758521611,0.0032137463914527764,0.9421802407386218,0.5541456952822561,0.6546003578019747,0.02774834390060213,0.8490228097223846,0.6516833264711641,0.3930710756711021,0.9739938102053614,0.0012518917273004406
68,Q01B,0.015513087151457224,0.0034395749209595074,0.9525021019722428,0.042582355142027975,0.12450118178206707,0.011081689178634588,0.1596550046689249,0.3651670901039322,0.8585679536847961,0.042713803883414066,0.8169801625133568,0.3848082773517773,0.14971658223155548,0.9048519998519453,0.7412362327738973,0.8004946321702304,0.20689483294283104,0.9219455111743935,0.12169416561134255,6.228861648286346
69,Q01CA,0.18878017280558154,0.13627188397836684,0.18354256601659819,0.022651411299104814,0.5752439302547873,4.365115806251466e-05,0.007336645680642174,0.17172423369782028,0.9250688440163237,0.000730792271150159,0.016849494077887984,0.9632495970207822,0.7225389025756312,0.0005569371128562525,0.5815468449969271,0.006008135736006657,0.9765067995419324,0.9345334923400181,0.4191746485504586,0.03987063864360422
70,Q01CB,0.16567835606032216,0.004527708562187175,0.9662368010009509,0.14192291716230204,0.04783835340824488,0.006257056110562509,0.24492448450985327,0.5373129032318859,0.5002154054529429,0.018573195616991528,0.008971722202644833,0.6076369851324812,0.7077806925127275,0.5475483459133019,0.6528444215730732,0.9549423645494003,0.8647457822443878,0.5888370403208765,0.28871795099577624,6.844580452702357
